edges,label
"(9608093, 10044)",1
"(107087, 9101)",1
"(9407103, 4031)",1
"(9903225, 2130)",1
"(9901079, 108006)",1
"(9406081, 104033)",1
"(104082, 7100)",1
"(9301042, 102211)",1
"(9802109, 3218)",1
"(9511164, 103177)",1
"(9912249, 110167)",1
"(9912232, 102147)",1
"(9905111, 106092)",1
"(9911161, 2054)",1
"(9410193, 9204033)",0
"(9508072, 105158)",1
"(9406061, 2126)",1
"(9903205, 12024)",1
"(8190, 6232)",1
"(112149, 11007)",1
"(9902126, 101083)",1
"(9601003, 3057)",1
"(9610151, 110277)",1
"(9809095, 1076)",1
"(9409089, 10127)",1
"(9907192, 4051)",1
"(9812135, 8053)",1
"(105136, 103030)",1
"(9910215, 9906219)",1
"(9908119, 2201)",1
"(9707148, 101074)",1
"(103224, 10182)",1
"(112218, 107173)",1
"(9807206, 7036)",1
"(11029, 7153)",1
"(105210, 7231)",1
"(110121, 2169)",1
"(9712117, 104125)",1
"(103219, 7062)",1
"(2123, 8158)",0
"(9805019, 6223)",1
"(9910054, 9603003)",1
"(9902155, 7250)",1
"(9703082, 1001)",1
"(9403129, 5248)",0
"(111013, 109176)",1
"(9303046, 103168)",1
"(10099, 1013)",1
"(9409161, 9703128)",0
"(103188, 102056)",1
"(9711162, 10181)",1
"(9910178, 9710176)",1
"(9707061, 103191)",1
"(9311187, 104055)",0
"(9803214, 3203)",1
"(9910185, 101073)",1
"(9607239, 103246)",1
"(4026, 2093)",1
"(109194, 105212)",1
"(104176, 5029)",1
"(9802047, 4090)",1
"(9502011, 3276)",1
"(9803063, 4158)",1
"(9504081, 111130)",1
"(9802068, 109111)",1
"(106100, 6251)",1
"(9909058, 2147)",1
"(9808012, 105033)",1
"(9909035, 6028)",1
"(9407087, 8100)",1
"(9806095, 11191)",1
"(9902067, 105062)",1
"(112083, 9021)",1
"(9807205, 2116)",1
"(7128, 3015)",0
"(7223, 5068)",1
"(9408144, 101042)",0
"(9812027, 12117)",1
"(9809195, 106120)",1
"(9810019, 105317)",1
"(9408155, 112082)",1
"(9510017, 105076)",1
"(9604136, 106211)",1
"(9710208, 102046)",1
"(9905118, 4187)",1
"(9606112, 4167)",1
"(9812071, 107166)",1
"(9801147, 105087)",1
"(9811232, 6017)",1
"(103148, 8204)",1
"(9702184, 12085)",1
"(9810119, 7105)",1
"(9504027, 7110)",1
"(110221, 110040)",1
"(9901035, 8003)",1
"(11091, 10002)",1
"(9015, 1122)",1
"(9803235, 12042)",1
"(2054, 1159)",1
"(109187, 105238)",1
"(9608195, 2094)",1
"(110115, 106040)",1
"(9503030, 11073)",1
"(9312114, 107196)",1
"(9905148, 4179)",1
"(9903225, 5032)",1
"(9605099, 103118)",1
"(9605022, 4041)",1
"(111023, 2015)",1
"(9912160, 1092)",1
"(9612215, 8242)",1
"(112116, 104112)",1
"(9811244, 10044)",1
"(9902033, 104202)",1
"(9907155, 104031)",1
"(9403129, 9408141)",0
"(9506106, 11008)",1
"(9809020, 2034)",1
"(11003, 3137)",1
"(112203, 105264)",1
"(9905012, 8188)",1
"(9704120, 110274)",1
"(102188, 10264)",1
"(9905210, 104213)",1
"(9311055, 1184)",1
"(112045, 3052)",1
"(110085, 11023)",1
"(9511188, 11234)",1
"(9510101, 1103)",1
"(9207053, 11039)",1
"(9206002, 105078)",1
"(9906064, 8112)",1
"(105098, 101207)",1
"(9010, 4166)",1
"(107071, 3203)",1
"(111027, 102090)",0
"(9911165, 7203)",1
"(107213, 102105)",1
"(111286, 2043)",1
"(9610043, 104076)",1
"(9712186, 9138)",1
"(9805165, 110031)",1
"(9612128, 9074)",1
"(9707159, 9245)",1
"(9412220, 7023)",1
"(10223, 6224)",1
"(111034, 102112)",1
"(9809165, 11106)",1
"(9510229, 2184)",1
"(9511108, 7195)",1
"(9806018, 101126)",1
"(111051, 9148)",1
"(9412128, 3190)",1
"(9706119, 4049)",1
"(111279, 101234)",1
"(9510106, 8206)",1
"(9604115, 9603053)",1
"(10113, 5272)",1
"(105166, 8013)",1
"(9307010, 2154)",1
"(9601029, 110274)",1
"(3004, 1197)",1
"(9806051, 7120)",1
"(106068, 106010)",1
"(9711162, 6073)",1
"(9606022, 7240)",1
"(9812021, 9602082)",1
"(9607180, 108101)",0
"(112140, 4126)",1
"(12044, 3052)",1
"(9908076, 105167)",1
"(9909120, 8191)",1
"(9805096, 112037)",1
"(9905049, 5182)",1
"(9912210, 9711200)",1
"(9902095, 108075)",1
"(107062, 106088)",1
"(9711120, 2165)",1
"(5052, 2100)",1
"(4013, 2186)",1
"(9505062, 112082)",1
"(9912280, 9806236)",1
"(112035, 103032)",1
"(9812034, 10263)",1
"(9030, 6223)",1
"(9908116, 10048)",1
"(9911110, 4105)",1
"(108085, 9215)",1
"(208020, 8173)",1
"(109049, 105058)",1
"(9612080, 7157)",1
"(9707081, 7178)",1
"(9204099, 12234)",1
"(111093, 9244)",1
"(9801070, 104068)",1
"(9912092, 105259)",1
"(9703072, 103157)",1
"(9912094, 2119)",1
"(9711097, 2118)",1
"(9912143, 102156)",1
"(101043, 10088)",1
"(9606165, 1066)",1
"(106061, 11077)",1
"(9705128, 6137)",1
"(9807226, 103171)",1
"(9910256, 6064)",1
"(9911242, 9907063)",1
"(5242, 3221)",1
"(104230, 102085)",1
"(107131, 1053)",1
"(9901020, 108183)",1
"(107022, 10204)",1
"(9909154, 106178)",1
"(101069, 9182)",1
"(9912233, 3020)",1
"(9407087, 102150)",1
"(9602070, 10280)",1
"(107087, 106024)",1
"(108016, 10088)",1
"(9909215, 104169)",1
"(101099, 5197)",1
"(9509166, 7007)",1
"(9902105, 10190)",1
"(9802150, 5179)",1
"(110225, 105204)",1
"(9609071, 108137)",1
"(9912204, 9606169)",1
"(9204102, 103014)",1
"(9803194, 2074)",1
"(9511194, 107203)",1
"(9803094, 108004)",1
"(9911222, 108168)",1
"(102174, 2211)",1
"(9912272, 9802068)",1
"(9906030, 3289)",1
"(9404125, 9403005)",0
"(9910245, 3291)",1
"(9912121, 6071)",1
"(9312143, 12152)",1
"(9203030, 106082)",1
"(8125, 2011)",1
"(9610139, 107151)",1
"(9809027, 4037)",1
"(9912007, 110074)",1
"(4038, 2186)",1
"(9905012, 111136)",1
"(9810155, 104239)",1
"(9505172, 107020)",1
"(104069, 102172)",1
"(105312, 105238)",1
"(9607201, 105039)",1
"(9905127, 6051)",1
"(108201, 3037)",1
"(9806087, 6037)",1
"(108215, 1206)",1
"(104021, 5007)",1
"(9702093, 110055)",1
"(9511043, 12080)",1
"(9507002, 101092)",1
"(9706082, 4087)",1
"(9804058, 105048)",1
"(9311055, 12267)",1
"(9909061, 9705016)",1
"(3184, 3029)",1
"(9203018, 10200)",1
"(9911181, 4155)",1
"(9910172, 8194)",1
"(9712197, 102163)",1
"(9306018, 11107)",1
"(9709182, 6084)",1
"(9807078, 108083)",1
"(9807173, 8186)",1
"(9912044, 9512219)",1
"(112189, 102182)",1
"(110200, 5029)",1
"(9802150, 2128)",1
"(3020, 2130)",1
"(110203, 8205)",1
"(8102, 7064)",1
"(108215, 107126)",1
"(9907109, 2077)",1
"(9511030, 5124)",1
"(9802016, 8054)",1
"(9902124, 8158)",0
"(9907058, 11211)",1
"(9803260, 12121)",1
"(9809100, 10237)",1
"(9801081, 2191)",1
"(9903225, 4155)",1
"(106088, 104260)",1
"(9407087, 102190)",1
"(9511030, 112005)",1
"(9611230, 6141)",1
"(9809145, 2030)",1
"(9610177, 10162)",1
"(103139, 10175)",1
"(108172, 6232)",1
"(9903036, 102114)",1
"(9707237, 9705049)",1
"(7168, 6013)",1
"(9906030, 3017)",1
"(7186, 5046)",1
"(9503179, 7240)",1
"(9604070, 4092)",1
"(105168, 9061)",1
"(9712074, 110192)",1
"(9409161, 8184)",0
"(104021, 101177)",1
"(9912152, 9506102)",1
"(6040, 1086)",1
"(8091, 5087)",1
"(9408149, 4170)",1
"(9704145, 4186)",1
"(9909164, 9909030)",1
"(102063, 12210)",1
"(9901063, 2034)",1
"(109040, 1192)",1
"(9807097, 2039)",1
"(9701027, 10277)",1
"(9711069, 5052)",1
"(9703063, 9184)",1
"(9912257, 9908023)",1
"(112098, 103011)",1
"(9903187, 105257)",1
"(9809039, 110283)",1
"(110069, 105176)",1
"(9703038, 12145)",1
"(9905022, 9232)",1
"(9704142, 2242)",1
"(111182, 7064)",1
"(9511075, 5212)",1
"(107067, 7146)",1
"(9406032, 1200)",1
"(9206049, 102153)",1
"(9407023, 4138)",1
"(9305181, 101065)",1
"(107085, 2072)",1
"(9910178, 9807155)",1
"(9401043, 103062)",0
"(9704037, 109162)",1
"(9803006, 110274)",1
"(9709028, 5181)",1
"(9903128, 107165)",1
"(104208, 12202)",0
"(9412073, 5237)",1
"(101206, 11256)",1
"(9206084, 107162)",1
"(9602114, 109055)",1
"(9902181, 108043)",1
"(6122, 6090)",1
"(9703075, 5044)",1
"(9908106, 101126)",1
"(9711154, 102090)",0
"(9211046, 3192)",1
"(108185, 108184)",1
"(9812007, 3147)",1
"(9810067, 103104)",1
"(9210116, 103154)",1
"(9132, 7029)",1
"(110066, 106121)",1
"(9711200, 3051)",1
"(109020, 105271)",1
"(9711162, 10204)",1
"(9908056, 10158)",1
"(9912147, 3110)",1
"(9704137, 6186)",1
"(9805019, 1049)",1
"(101076, 10127)",1
"(6018, 1032)",1
"(9808188, 4074)",1
"(9911055, 110286)",1
"(9912113, 4018)",1
"(9802150, 110111)",1
"(9709072, 106061)",1
"(9411238, 9154)",1
"(105206, 102077)",1
"(9601038, 106050)",1
"(9905006, 7126)",1
"(9505162, 103067)",1
"(106160, 8081)",1
"(9804174, 103041)",1
"(104126, 12179)",1
"(9711165, 12145)",1
"(9912127, 110274)",1
"(9902186, 107177)",1
"(9507048, 104178)",1
"(9909222, 9242)",1
"(9610105, 102128)",1
"(5155, 3048)",1
"(9207094, 108116)",1
"(11137, 5006)",1
"(9303143, 105024)",1
"(9911041, 6006)",1
"(9810252, 5248)",0
"(9301015, 104138)",1
"(107038, 102140)",1
"(106103, 106078)",1
"(9503095, 108032)",1
"(9910019, 2250)",1
"(9901055, 103233)",1
"(9903093, 8091)",1
"(110021, 108040)",1
"(9095, 8073)",1
"(9701125, 10007)",1
"(9912160, 112047)",1
"(110112, 106044)",1
"(107234, 103241)",1
"(9210046, 10054)",1
"(9911161, 2175)",1
"(9912164, 9905075)",1
"(6139, 2160)",1
"(9609209, 3078)",1
"(9910054, 9511222)",1
"(9709072, 10015)",1
"(9309039, 3177)",1
"(9904207, 3219)",1
"(112203, 9148)",1
"(9712004, 2029)",1
"(9901089, 5194)",1
"(9505056, 9408141)",0
"(9611174, 12239)",1
"(9912123, 9906200)",1
"(103052, 103009)",1
"(9806169, 8249)",1
"(9604090, 5045)",1
"(9906064, 107167)",1
"(9610140, 11060)",1
"(9910053, 11008)",1
"(9801166, 4136)",1
"(9707162, 107110)",1
"(111157, 106182)",1
"(9803265, 109160)",1
"(9906160, 12211)",1
"(9605016, 108167)",1
"(9904201, 1049)",1
"(9612128, 10071)",1
"(9910129, 9801195)",1
"(9704054, 111119)",1
"(111027, 7215)",1
"(9610106, 107166)",1
"(9310056, 7128)",0
"(9811035, 4198)",1
"(9703056, 105253)",1
"(106180, 101176)",1
"(9908189, 9511187)",1
"(9702030, 104126)",1
"(9911253, 9702163)",1
"(103089, 102112)",1
"(9907158, 102130)",1
"(9801206, 6179)",1
"(12142, 8073)",1
"(9511043, 2017)",1
"(9912167, 10113)",1
"(9912072, 111079)",1
"(9402089, 108191)",1
"(9206044, 5179)",1
"(9908179, 110126)",1
"(9612194, 110160)",1
"(110200, 102085)",1
"(12210, 2211)",1
"(9510161, 12210)",1
"(9403129, 9410193)",0
"(9910190, 9806110)",1
"(105106, 104082)",1
"(110077, 107116)",1
"(9808163, 103060)",1
"(9208007, 6166)",1
"(9704195, 110084)",1
"(9707149, 5180)",1
"(9711013, 105045)",1
"(9609017, 111069)",1
"(9506098, 110216)",1
"(9711200, 105047)",1
"(208020, 105155)",1
"(108101, 7077)",0
"(9808036, 9910105)",0
"(112045, 111217)",1
"(9611008, 105102)",1
"(105059, 5006)",1
"(9608056, 5201)",1
"(9912281, 106213)",1
"(110291, 10165)",1
"(9908096, 2016)",1
"(9809100, 104146)",1
"(112195, 106061)",1
"(9903187, 8090)",1
"(10036, 5187)",1
"(9712059, 7017)",1
"(9808069, 111093)",1
"(9911083, 5162)",1
"(9510209, 3175)",1
"(9909215, 1089)",1
"(9511222, 1037)",1
"(105229, 10293)",1
"(11110, 1145)",1
"(9606072, 103263)",1
"(9907108, 3230)",1
"(11057, 3024)",1
"(105320, 104122)",1
"(110093, 102076)",1
"(9905061, 103215)",1
"(9603167, 11089)",1
"(9611213, 11098)",1
"(3187, 2237)",1
"(10142, 1071)",1
"(9812141, 2102)",1
"(9604018, 8096)",1
"(105215, 3114)",1
"(10098, 1071)",1
"(10004, 9160)",1
"(9601070, 107179)",0
"(9910207, 102031)",1
"(9407031, 5228)",1
"(9709106, 106018)",1
"(9912164, 9607011)",1
"(9707068, 10045)",1
"(9912019, 10026)",1
"(9910202, 7254)",1
"(9811015, 108053)",1
"(9903040, 6230)",1
"(107252, 106099)",1
"(9910149, 111107)",1
"(9802109, 11146)",1
"(9310100, 105259)",1
"(9409108, 102148)",1
"(107169, 103171)",1
"(9905217, 108133)",1
"(103219, 101026)",1
"(5180, 4196)",1
"(101042, 12251)",0
"(9908040, 3173)",1
"(9805071, 107051)",1
"(9805114, 12249)",1
"(112100, 11294)",0
"(103013, 7043)",1
"(109140, 1206)",1
"(9611039, 111279)",1
"(107172, 104045)",1
"(101210, 4178)",1
"(101215, 5010)",1
"(9707044, 3169)",1
"(9906064, 5013)",1
"(5016, 2161)",1
"(7217, 3160)",1
"(9707093, 6190)",1
"(9511060, 108004)",1
"(9612192, 5227)",1
"(9612115, 101126)",1
"(106038, 8226)",1
"(9903219, 107189)",1
"(9701125, 101226)",1
"(9803141, 107138)",1
"(112045, 105160)",1
"(9908040, 110291)",1
"(9808042, 6167)",1
"(9802042, 102094)",1
"(9912257, 2061)",1
"(11009, 8231)",1
"(9912018, 12029)",1
"(9508102, 105054)",0
"(106048, 5031)",1
"(9211049, 110180)",1
"(9907178, 102176)",1
"(9411068, 7222)",1
"(108061, 9052)",1
"(104185, 9010)",1
"(109015, 3099)",1
"(9811232, 104196)",1
"(111012, 103067)",1
"(9912096, 9810210)",1
"(9601029, 106127)",1
"(9605033, 105228)",1
"(9910093, 4101)",1
"(9503207, 106234)",1
"(9402155, 12154)",1
"(9511164, 112101)",1
"(9910149, 6069)",1
"(9506126, 10042)",1
"(3200, 1203)",1
"(9706103, 10080)",1
"(9506106, 106192)",1
"(9912084, 3190)",1
"(9903205, 10090)",1
"(9611090, 3198)",1
"(9710206, 10167)",1
"(9502129, 108039)",1
"(102088, 6248)",1
"(9707068, 12198)",1
"(9910095, 12182)",1
"(106033, 101200)",1
"(9212090, 101005)",1
"(11029, 2211)",1
"(9901080, 112185)",1
"(9201013, 5053)",1
"(108095, 102200)",1
"(9908142, 104090)",1
"(9401030, 104202)",1
"(9705184, 105074)",1
"(9802150, 12076)",1
"(9909119, 12247)",1
"(9902104, 3184)",1
"(110070, 102023)",1
"(9809125, 9221)",1
"(9803067, 11088)",1
"(9910053, 111189)",1
"(107147, 5073)",1
"(9507012, 5029)",1
"(9712094, 3015)",1
"(9906166, 101191)",1
"(9607233, 5258)",1
"(9511187, 9242)",1
"(9803140, 101115)",1
"(9808060, 5072)",1
"(9305117, 105206)",1
"(9605159, 10020)",1
"(9803031, 8120)",1
"(9808041, 106249)",1
"(101027, 12106)",1
"(12234, 1063)",1
"(9803140, 101056)",1
"(105288, 105035)",1
"(9712086, 7171)",1
"(9242, 2032)",1
"(9610094, 102100)",1
"(102168, 5147)",1
"(10279, 3024)",1
"(9612114, 110055)",1
"(9806051, 6172)",1
"(106030, 103013)",1
"(9802109, 102158)",1
"(9407182, 11154)",1
"(9707018, 107222)",1
"(9712058, 1124)",1
"(9905080, 11251)",1
"(9909072, 9148)",1
"(10222, 9234)",1
"(9905111, 8028)",1
"(9808169, 105248)",1
"(106058, 11152)",1
"(104031, 5123)",1
"(112137, 103183)",1
"(9412229, 10278)",1
"(9505061, 104027)",1
"(102198, 10196)",1
"(9028, 2158)",1
"(9803011, 108083)",1
"(9803031, 103196)",1
"(6033, 5067)",1
"(9712072, 2016)",1
"(9608110, 3128)",1
"(9309140, 105045)",1
"(9704005, 102155)",1
"(9907140, 11029)",1
"(9405110, 105190)",1
"(9505012, 10096)",1
"(103011, 5247)",1
"(105066, 2159)",1
"(9612012, 10059)",1
"(4122, 1173)",1
"(9904017, 6066)",1
"(9611213, 10241)",1
"(9703128, 9804015)",0
"(9905096, 5137)",1
"(9904149, 111290)",1
"(108095, 104043)",1
"(9906064, 11184)",1
"(111260, 9235)",1
"(9904202, 103109)",1
"(11040, 2039)",1
"(9905020, 109064)",1
"(9801047, 107067)",1
"(9908142, 8057)",1
"(9406213, 4162)",1
"(9805217, 110055)",1
"(9805171, 110084)",1
"(9911096, 101013)",1
"(108205, 7250)",1
"(9602070, 11144)",1
"(9901111, 101210)",1
"(108120, 8142)",1
"(9610043, 8144)",1
"(12034, 7191)",1
"(9705040, 3211)",1
"(9312172, 104238)",1
"(9612164, 112233)",1
"(104200, 12179)",1
"(101087, 11226)",1
"(9912060, 2076)",1
"(9805171, 103171)",1
"(111270, 2043)",1
"(9902178, 106107)",1
"(9701125, 106253)",1
"(9912152, 107138)",1
"(9503023, 107024)",1
"(11003, 3227)",1
"(9905163, 111150)",1
"(9908120, 105049)",1
"(9412236, 112039)",1
"(10169, 6023)",1
"(9802150, 9164)",1
"(9908105, 12236)",1
"(9604089, 2125)",1
"(9810090, 103080)",1
"(9510065, 104216)",1
"(9612128, 107259)",1
"(102007, 9043)",1
"(9304154, 12067)",1
"(9905111, 11039)",1
"(9403123, 9072)",1
"(9608121, 2123)",0
"(9903225, 10202)",1
"(9612087, 2184)",1
"(9908027, 7102)",1
"(6008, 1103)",1
"(9803103, 12194)",1
"(9904179, 9202)",1
"(105227, 103102)",1
"(9711162, 11223)",1
"(9807187, 104044)",1
"(9701120, 5243)",1
"(9509141, 8081)",1
"(9906064, 5033)",1
"(9311187, 7172)",0
"(9407079, 105054)",0
"(105054, 11033)",1
"(9804109, 8143)",1
"(103013, 12266)",1
"(111136, 12052)",1
"(9404008, 102076)",1
"(9812088, 11073)",1
"(9311177, 111129)",1
"(9201020, 10117)",1
"(9906188, 103112)",1
"(9901057, 3032)",1
"(9809179, 11040)",1
"(9912123, 106034)",1
"(9806199, 106234)",1
"(104114, 12144)",1
"(6251, 4014)",1
"(9507117, 9808036)",0
"(11094, 7175)",1
"(109162, 5208)",1
"(109025, 11256)",1
"(9905012, 105068)",1
"(4011, 1213)",1
"(9408113, 108063)",1
"(9905046, 9015)",1
"(107221, 5245)",1
"(9809027, 8058)",1
"(108245, 103115)",1
"(9156, 8001)",1
"(9609112, 6145)",1
"(9304102, 12192)",1
"(9805105, 5192)",1
"(9510135, 5265)",1
"(9802109, 3179)",1
"(9908163, 2199)",1
"(9901041, 107220)",1
"(9410193, 111235)",0
"(9703030, 5031)",1
"(9802183, 5067)",1
"(9703094, 11013)",1
"(9812224, 1123)",1
"(9303026, 111066)",1
"(3215, 2171)",1
"(9501113, 104235)",1
"(109222, 5208)",1
"(103248, 4097)",1
"(9806146, 101123)",1
"(9902121, 8130)",1
"(9809187, 12041)",1
"(7247, 6071)",1
"(9807138, 3219)",1
"(112040, 7191)",1
"(9408155, 4087)",1
"(11041, 9159)",1
"(9505084, 107073)",1
"(9908076, 7239)",1
"(9905111, 107189)",1
"(9611137, 110055)",1
"(107227, 12148)",1
"(110064, 108172)",1
"(9704202, 10180)",1
"(9233, 5040)",1
"(9408141, 9411132)",0
"(9903205, 1141)",1
"(9912135, 110118)",1
"(9907081, 103092)",1
"(109067, 104246)",1
"(9509080, 106235)",1
"(11233, 9196)",1
"(9906248, 2009)",1
"(9608127, 110136)",1
"(9610081, 105305)",1
"(9909061, 4149)",1
"(9910115, 9401139)",1
"(103079, 12251)",1
"(9610054, 3144)",1
"(103013, 10113)",1
"(9503099, 10108)",1
"(106097, 4016)",1
"(103220, 101232)",1
"(10143, 6236)",1
"(9902071, 105068)",1
"(9909061, 106285)",1
"(9905111, 4160)",1
"(11294, 11098)",1
"(9704170, 7191)",1
"(8042, 5040)",1
"(9811212, 12144)",1
"(9903077, 2171)",1
"(9503124, 108230)",1
"(9910129, 9701078)",1
"(9803127, 2150)",1
"(9911091, 9810251)",1
"(9912156, 110055)",1
"(9310056, 9407079)",0
"(9906064, 103211)",1
"(9601023, 107071)",1
"(9903139, 3110)",1
"(9904045, 103141)",1
"(9812219, 5178)",1
"(9807235, 1055)",1
"(9901097, 105109)",1
"(9912230, 9909058)",1
"(9811022, 104031)",1
"(9603090, 12232)",1
"(9412062, 10262)",1
"(9804131, 101129)",1
"(9903198, 109085)",1
"(12179, 10223)",1
"(9812078, 103204)",1
"(9806051, 104056)",1
"(9203039, 2173)",1
"(9711200, 5031)",1
"(112226, 102113)",1
"(9912047, 11095)",1
"(9803031, 12145)",1
"(11153, 9122)",1
"(9805131, 6176)",1
"(9905111, 3119)",1
"(9803031, 108154)",1
"(9601150, 106081)",1
"(9708121, 3255)",1
"(111099, 105277)",1
"(9504145, 112221)",1
"(9702101, 1177)",1
"(10054, 2174)",1
"(9912072, 110293)",1
"(9912153, 3176)",1
"(9706082, 105066)",1
"(9911183, 9909202)",1
"(104011, 8016)",1
"(9132, 6139)",1
"(9905111, 112197)",1
"(112198, 5183)",1
"(3169, 2060)",1
"(9612115, 108233)",1
"(9603142, 2073)",1
"(104093, 12093)",1
"(9801047, 104112)",1
"(9704044, 10233)",1
"(9807138, 107081)",1
"(9911188, 9701157)",1
"(9811224, 9139)",1
"(9802109, 8075)",1
"(105129, 3160)",1
"(9803076, 107167)",1
"(9803076, 3235)",1
"(9503179, 110209)",1
"(9810188, 6224)",1
"(112040, 111048)",1
"(9612061, 11176)",1
"(9307117, 12095)",1
"(108186, 1167)",1
"(105048, 9156)",1
"(9902105, 11223)",1
"(9909053, 109114)",1
"(9909114, 107090)",1
"(9602064, 106103)",1
"(9805183, 107177)",1
"(9910016, 10005)",1
"(9603097, 110219)",1
"(9911068, 111225)",1
"(10247, 9191)",1
"(11251, 4021)",1
"(105113, 5179)",1
"(9803027, 104265)",1
"(9909041, 9805104)",1
"(12158, 11066)",1
"(9207094, 112040)",1
"(9509123, 106172)",1
"(9153, 6091)",1
"(9906064, 108056)",1
"(104208, 10055)",1
"(9212151, 9910105)",0
"(9207008, 12067)",1
"(105019, 104155)",1
"(9905085, 107071)",1
"(11200, 9027)",1
"(9809057, 6135)",1
"(9912262, 109202)",1
"(9507048, 4188)",1
"(9706005, 1001)",1
"(9912146, 11072)",1
"(9907123, 108042)",1
"(9912287, 6068)",1
"(9504034, 110187)",1
"(9705162, 3240)",1
"(102173, 9061)",1
"(9912239, 3110)",1
"(9910263, 11281)",1
"(10275, 3113)",1
"(9406095, 101219)",1
"(107265, 105023)",1
"(109092, 11190)",1
"(9812193, 7141)",1
"(107197, 103102)",1
"(9911155, 9506109)",1
"(9810252, 9607222)",0
"(101192, 11018)",1
"(9908019, 104143)",1
"(9911115, 105041)",1
"(9906194, 9022)",1
"(9907014, 6090)",1
"(9710226, 106201)",1
"(9905006, 1123)",1
"(101002, 9061)",1
"(8131, 7056)",1
"(9803263, 9146)",1
"(9805167, 4134)",1
"(9611072, 108075)",1
"(106002, 2237)",1
"(9803131, 9202)",1
"(9903239, 3232)",1
"(9906192, 2194)",1
"(9905014, 6193)",1
"(9509096, 9194)",1
"(9803171, 106238)",1
"(9903238, 3052)",1
"(9707019, 6189)",1
"(9801182, 8167)",1
"(9912234, 9203016)",1
"(2130, 1126)",1
"(9711023, 6111)",1
"(9803265, 105284)",1
"(9904069, 103099)",1
"(9912072, 9196)",1
"(9808014, 3151)",1
"(12116, 9056)",1
"(9602113, 3015)",0
"(101001, 9246)",1
"(110062, 5127)",1
"(9802109, 7036)",1
"(9803116, 6117)",1
"(9910172, 6189)",1
"(9711200, 2159)",1
"(9601029, 4077)",1
"(12124, 6201)",1
"(9208027, 105245)",1
"(105139, 103124)",1
"(4013, 1215)",1
"(9601029, 6024)",1
"(110118, 104122)",1
"(9908135, 104200)",1
"(9601152, 107113)",1
"(9911225, 10272)",1
"(9710153, 101102)",1
"(106276, 11255)",1
"(9912175, 9906064)",1
"(9402029, 4026)",1
"(9912050, 103023)",1
"(9906064, 110103)",1
"(9908144, 106201)",1
"(9908105, 106212)",1
"(9608079, 9169)",1
"(9710024, 104077)",1
"(10054, 9022)",1
"(9205027, 104073)",1
"(107212, 106238)",1
"(9802150, 10072)",1
"(9205117, 109063)",0
"(9602070, 5198)",1
"(9901147, 110087)",1
"(9711165, 1105)",1
"(11116, 1123)",1
"(110108, 106191)",1
"(101234, 8192)",1
"(9411091, 5120)",1
"(9411102, 108199)",1
"(9610043, 106178)",1
"(102173, 5031)",1
"(9506001, 9407079)",0
"(9804034, 9712077)",1
"(9904131, 1066)",1
"(9912210, 9911222)",1
"(9706143, 101003)",1
"(9503086, 112082)",1
"(9712166, 111142)",1
"(9909089, 105242)",1
"(111064, 12268)",1
"(9606102, 11102)",1
"(9908010, 1213)",1
"(9711017, 8172)",1
"(9502038, 104238)",1
"(9507112, 102109)",1
"(9807142, 101151)",1
"(9605030, 2196)",1
"(9911177, 9407168)",1
"(9909129, 9907214)",1
"(9704089, 9182)",1
"(109183, 101195)",1
"(105127, 11205)",1
"(9912036, 3232)",1
"(9611092, 1005)",1
"(8203, 7011)",1
"(9412228, 12024)",1
"(9910150, 6103)",1
"(9812207, 106172)",1
"(9407087, 12265)",1
"(9910188, 9710249)",1
"(101154, 10065)",1
"(9708147, 7067)",1
"(9020, 3261)",1
"(9811151, 101191)",1
"(104021, 10256)",1
"(9912145, 9805141)",1
"(9503124, 7195)",1
"(11249, 7119)",1
"(9502116, 2021)",1
"(9408144, 9810247)",0
"(9812136, 2078)",1
"(102200, 8149)",1
"(106241, 106190)",1
"(9811056, 8155)",1
"(9206061, 4137)",1
"(8118, 2143)",1
"(104218, 12198)",1
"(106120, 7024)",1
"(9403005, 105054)",0
"(9401149, 1148)",1
"(107172, 8042)",1
"(9909215, 101057)",1
"(9612112, 108107)",1
"(9704177, 9089)",1
"(11102, 9096)",1
"(109192, 10206)",1
"(9710007, 104168)",1
"(9802109, 7205)",1
"(107156, 3237)",1
"(9908186, 6110)",1
"(9903161, 8048)",1
"(112045, 106100)",1
"(9808075, 108205)",1
"(9802162, 10182)",1
"(9612115, 4076)",1
"(9601150, 102165)",1
"(9802150, 1065)",1
"(9910243, 3120)",1
"(9807213, 104218)",1
"(103130, 1181)",1
"(9906022, 11110)",1
"(9908148, 104232)",1
"(9810051, 3218)",1
"(11054, 8073)",1
"(111048, 109152)",1
"(9801121, 102150)",1
"(9608012, 5124)",1
"(9901017, 10087)",1
"(9810192, 105137)",1
"(9911098, 9196)",1
"(109162, 12218)",1
"(9904191, 8075)",1
"(101040, 2075)",1
"(9602045, 1093)",1
"(108118, 105311)",1
"(9510083, 7030)",1
"(9706095, 107096)",1
"(102158, 11125)",1
"(9905159, 11048)",1
"(9910264, 101182)",1
"(106030, 101126)",1
"(9906161, 10244)",1
"(9912233, 101060)",1
"(9911225, 6038)",1
"(9706109, 2160)",1
"(108169, 105274)",1
"(9807184, 9711154)",0
"(4002, 3137)",1
"(9911116, 6240)",1
"(9904095, 107172)",1
"(9606040, 106043)",1
"(9906030, 11044)",1
"(9403143, 12115)",1
"(9902105, 7153)",1
"(111129, 8053)",1
