edges
"(9606030, 9410195)"
"(9803224, 9603009)"
"(9310183, 9307078)"
"(9902149, 9511143)"
"(9801115, 9503097)"
"(9905092, 9707086)"
"(9605012, 9509099)"
"(9910071, 9607104)"
"(9910091, 9606030)"
"(9605052, 9307035)"
"(9703113, 9306079)"
"(9803231, 9409184)"
"(9704001, 9303157)"
"(9508122, 9412152)"
"(9808095, 9704082)"
"(9910119, 9612225)"
"(9603169, 9508045)"
"(9904216, 9801115)"
"(9612111, 9610209)"
"(9605052, 9303157)"
"(9707148, 9301042)"
"(9603146, 9206063)"
"(9912107, 9310132)"
"(9902189, 9706036)"
"(9712207, 9506149)"
"(9707237, 9412119)"
"(9610062, 9305122)"
"(9707148, 9501033)"
"(9911112, 9610083)"
"(9612111, 9503181)"
"(9703113, 9605012)"
"(9910087, 9801115)"
"(9804029, 9603156)"
"(9706036, 9310132)"
"(9411196, 9203036)"
"(9603156, 9509099)"
"(9902101, 9703210)"
"(9905203, 9605132)"
"(9605132, 9304049)"
"(9701047, 9212129)"
"(9910071, 9801115)"
"(9910007, 9412152)"
"(9412143, 9404081)"
"(9901023, 9211036)"
"(9612236, 9612226)"
"(9609214, 9208047)"
"(9307030, 9210011)"
"(9506033, 9302109)"
"(9912261, 9803249)"
"(9803073, 9507150)"
"(9604096, 9503079)"
"(9711061, 9501033)"
"(9603200, 9408112)"
"(9806211, 9403132)"
"(9809010, 9211036)"
"(9802019, 9309030)"
"(9910156, 9602058)"
"(9904209, 9809147)"
"(9608063, 9512085)"
"(9609214, 9410042)"
"(9710105, 9703166)"
"(9806138, 9605216)"
"(9902150, 9512085)"
"(9612111, 9201020)"
"(9608125, 9311041)"
"(9502058, 9409166)"
"(9710105, 9606030)"
"(9811070, 9801008)"
"(9812253, 9704110)"
"(9809147, 9411075)"
"(9803073, 9504161)"
"(9809061, 9711203)"
"(9902099, 9311157)"
"(9901136, 9301042)"
"(9812217, 9803262)"
"(9910136, 9307078)"
"(9412056, 9210011)"
"(9909133, 9803174)"
"(9709063, 9707237)"
"(9810163, 9508045)"
"(9905092, 9704021)"
"(9910007, 9206028)"
"(9610037, 9507052)"
"(9303157, 9207015)"
"(9912226, 9505083)"
"(9507043, 9206063)"
"(9512095, 9203037)"
"(9501039, 9401154)"
"(9810163, 9306013)"
"(9904064, 9512210)"
"(9809061, 9412152)"
"(9501033, 9211036)"
"(9803263, 9206028)"
"(9910029, 9203036)"
"(9303046, 9210071)"
"(9902149, 9902101)"
"(9910127, 9207015)"
"(9902150, 9601050)"
"(9908146, 9703210)"
"(9506163, 9211036)"
"(9911112, 9206028)"
"(9704001, 9511098)"
"(9606076, 9501033)"
"(9803231, 9410159)"
"(9910119, 9609106)"
"(9605216, 9605132)"
"(9910091, 9908128)"
"(9411075, 9403132)"
"(9411158, 9211079)"
"(9610237, 9605112)"
"(9503079, 9211068)"
"(9805092, 9607234)"
"(9904209, 9703057)"
"(9704110, 9307030)"
"(9601050, 9301042)"
"(9910156, 9305122)"
"(9909114, 9408084)"
"(9803073, 9503227)"
"(9602039, 9307078)"
"(9910091, 9311052)"
"(9801058, 9601063)"
"(9701027, 9508024)"
"(9710105, 9705202)"
"(9910087, 9808108)"
"(9803231, 9707086)"
"(9905092, 9407022)"
"(9903129, 9207015)"
"(9412152, 9405027)"
"(9405026, 9206028)"
"(9911112, 9405159)"
"(9605112, 9306028)"
"(9707148, 9408171)"
"(9902149, 2114)"
"(9901023, 9803231)"
"(9803073, 9711061)"
"(9806170, 9803224)"
"(9803231, 9604072)"
"(9810154, 9312036)"
"(9803263, 9507143)"
"(9911094, 9509142)"
"(9607234, 9409184)"
"(9902192, 9307030)"
"(9910119, 9410195)"
"(9505187, 9503079)"
"(9902126, 9305122)"
"(9404174, 9302109)"
"(9507052, 9304008)"
"(9612042, 9602117)"
"(9902126, 9801008)"
"(9910061, 9904216)"
"(9903129, 9306034)"
"(9801115, 9508024)"
"(9506163, 9503079)"
"(9908146, 9902126)"
"(9809061, 9809010)"
"(9610237, 9512085)"
"(9701047, 9612151)"
"(9902189, 9603184)"
"(9912261, 9910136)"
"(9911094, 9503044)"
"(9710105, 9402107)"
"(9612093, 2114)"
"(9804143, 9306034)"
"(9707234, 9410159)"
"(9902126, 9612226)"
"(9909133, 9603169)"
"(9707069, 9511143)"
"(9911112, 9612226)"
"(9704110, 9506163)"
"(9903048, 9603169)"
"(9809010, 9602117)"
"(9704110, 9704082)"
"(9911094, 9410042)"
"(9504108, 9307078)"
"(9910156, 9506163)"
"(9804143, 9603169)"
"(9803262, 9603114)"
"(9701096, 9511143)"
"(9803073, 9404135)"
"(9707086, 9410198)"
"(9803073, 9405027)"
"(9812217, 9805156)"
"(9904209, 9702058)"
"(9610209, 9408112)"
"(9801115, 9512210)"
"(9803206, 9503169)"
"(9602039, 9305122)"
"(9910067, 9809061)"
"(9712207, 9603169)"
"(9612151, 9605216)"
"(9805026, 9605132)"
"(9608063, 9608057)"
"(9909114, 9207015)"
"(9503209, 9412152)"
"(9903092, 9312036)"
"(9711061, 9211079)"
"(9704110, 9308136)"
"(9708163, 9407022)"
"(9811070, 9801004)"
"(9805156, 9601063)"
"(9603156, 9306028)"
"(9910087, 9409184)"
"(9707237, 9608036)"
"(9910029, 2114)"
"(9809061, 9309030)"
"(9904104, 9408171)"
"(9912107, 9501033)"
"(9805198, 9207015)"
"(9709220, 9704110)"
"(9712207, 9510026)"
"(9408112, 9211068)"
"(9707237, 9605112)"
"(9901136, 9401154)"
"(9902099, 9503097)"
"(9908128, 9809061)"
"(9503181, 9404093)"
"(9706036, 9506163)"
"(9912261, 9503169)"
"(9602058, 9404093)"
"(9902192, 9704082)"
"(9809164, 9605012)"
"(9707069, 9211079)"
"(9909114, 9310132)"
"(9811232, 9605012)"
"(9701047, 9201020)"
"(9711061, 9509142)"
"(9910087, 9803206)"
"(9609015, 9408171)"
"(9806170, 9612042)"
"(9910071, 9803174)"
"(9902192, 9412056)"
"(9909133, 9904064)"
"(9605132, 9412227)"
"(9809061, 9612190)"
"(9401154, 9306013)"
"(9905203, 9506163)"
"(9910087, 9210075)"
"(9512129, 9503181)"
"(9905152, 9512210)"
"(9801058, 9603114)"
"(9706036, 9604096)"
"(9707237, 9409044)"
"(9303046, 2114)"
"(9902126, 9208047)"
"(9806138, 9303140)"
"(9904209, 9802092)"
"(9805156, 9310083)"
"(9703210, 9410042)"
"(9805026, 9612226)"
"(9605012, 9410159)"
"(9612225, 9406047)"
"(9803073, 9505026)"
"(9910071, 9910067)"
"(9610083, 9607234)"
"(9705139, 9211036)"
"(9611052, 9511098)"
"(9307078, 9303157)"
"(9902101, 9411075)"
"(9605052, 9412227)"
"(9910061, 9707217)"
"(9805156, 9306103)"
"(9606030, 9512129)"
"(9701047, 9208047)"
"(9803025, 9605132)"
"(9605054, 9503044)"
"(9310083, 9302010)"
"(9910119, 9804200)"
"(9805156, 9212129)"
"(9902149, 9308136)"
"(9912024, 9803263)"
"(9608190, 9307078)"
"(9904104, 9501070)"
"(9409166, 9210071)"
"(9807241, 9804143)"
"(9803231, 9407022)"
"(9612190, 9302109)"
"(9607234, 9306103)"
"(9910087, 9905060)"
"(9605012, 9501033)"
"(9808095, 9210071)"
"(9803231, 9609122)"
"(9512129, 9201020)"
"(9703057, 9508045)"
"(9505026, 9503101)"
"(9612226, 9512085)"
"(9812217, 9612236)"
"(9812051, 9601135)"
"(9608190, 9406047)"
"(9508045, 9203037)"
"(9910091, 9610037)"
"(9806138, 9703210)"
"(9912107, 9301042)"
"(9808095, 9605109)"
"(9809061, 9305122)"
"(9812217, 9211036)"
"(9902189, 9304096)"
"(9912226, 9211079)"
"(9609122, 9408112)"
"(9801058, 9610237)"
"(9608125, 9211068)"
"(9912107, 9805092)"
"(9902101, 9711061)"
"(9911094, 9902189)"
"(9909133, 9505187)"
"(9907081, 9803073)"
"(9911112, 9905152)"
"(9902149, 9808141)"
"(9910091, 9705024)"
"(9905203, 9305122)"
"(9905092, 9809164)"
"(9512095, 9210071)"
"(9904104, 9211068)"
"(9308136, 9205105)"
"(9902189, 9603156)"
"(9503209, 9412056)"
"(9904064, 9801058)"
"(9603169, 9512129)"
"(9811012, 9608190)"
"(9910091, 9801008)"
"(9605012, 9305005)"
"(9507052, 9404015)"
"(9707217, 9705139)"
"(9808095, 9408171)"
"(9810163, 9612093)"
"(9803249, 9409184)"
"(9904064, 9508045)"
"(9704043, 9610237)"
"(9803262, 9408171)"
"(9508045, 9201020)"
"(9606030, 9511098)"
"(9612093, 9210071)"
"(9911094, 9803206)"
"(9304008, 9205105)"
"(9804029, 9704110)"
"(9811004, 9305005)"
"(9603009, 9409184)"
"(9910087, 9804029)"
"(9803071, 9310083)"
"(9605216, 9310083)"
"(9407135, 9207001)"
"(9811070, 9307078)"
"(9912261, 9811070)"
"(9703210, 9304008)"
"(9808141, 9507052)"
"(9901023, 9306013)"
"(9408112, 9406047)"
"(9605132, 9201056)"
"(9608190, 9505187)"
"(9910156, 9604026)"
"(9812217, 9809061)"
"(9708163, 9604096)"
"(9304049, 9212129)"
"(9512085, 9308136)"
"(9707237, 9410126)"
"(9809061, 9705024)"
"(9311052, 9306013)"
"(9609106, 9310132)"
"(9411075, 9404174)"
"(9603114, 9410121)"
"(9610083, 9508024)"
"(9606076, 9406047)"
"(9909114, 9707086)"
"(9811004, 9703166)"
"(9803263, 9703113)"
"(9910087, 9611052)"
"(9512210, 9305122)"
"(9701096, 9610209)"
"(9511143, 9508024)"
"(9905039, 9605089)"
"(9905211, 9408112)"
"(9412227, 9201020)"
"(9903048, 9506149)"
"(9902149, 9711203)"
"(9610209, 9512095)"
"(9610037, 9605012)"
"(9505026, 9501033)"
"(9801115, 9511033)"
"(9808108, 9608057)"
"(9602117, 9301042)"
"(9811004, 9701160)"
"(9605012, 9510026)"
"(9803206, 9505026)"
"(9904216, 9803224)"
"(9910119, 9603184)"
"(9511140, 9310132)"
"(9803263, 9605052)"
"(9503169, 9412152)"
"(9701096, 9612226)"
"(9602117, 9206028)"
"(9612151, 9302109)"
"(9805026, 9612151)"
"(9509142, 9312036)"
"(9608036, 9605132)"
"(9910091, 9408084)"
"(9908146, 9808041)"
"(9608190, 9506149)"
"(9712207, 9407022)"
"(9808041, 9705139)"
"(9704043, 9311052)"
"(9412227, 9210075)"
"(9901136, 9506033)"
"(9806211, 9401154)"
"(9512210, 9509142)"
"(9803073, 9709080)"
"(9708163, 9701027)"
"(9910156, 9409184)"
"(9902126, 9705139)"
"(9612236, 9410042)"
"(9604026, 9302109)"
"(9811070, 9505187)"
"(9809010, 9805026)"
"(9512129, 9306034)"
"(9505026, 9305005)"
"(9811004, 9604096)"
"(9805092, 9512085)"
"(9904208, 9310132)"
"(9608125, 9412143)"
"(9602039, 9412152)"
"(9712207, 9410159)"
"(9609214, 9309030)"
"(9310183, 9206063)"
"(9905092, 9701160)"
"(9710105, 9306034)"
"(9904216, 9201020)"
"(9910029, 9404015)"
"(9704021, 9605054)"
"(9903082, 9704110)"
"(9801115, 9312036)"
"(9710105, 9407022)"
"(9408112, 9302132)"
"(9811004, 9309030)"
"(9910007, 9902099)"
"(9910029, 9212129)"
"(9902101, 9601050)"
"(9910119, 9612111)"
"(9910061, 9710105)"
"(9709066, 9511033)"
"(9703204, 9603184)"
"(9605012, 9403132)"
"(9905176, 9508045)"
"(9410198, 9308136)"
"(9911112, 9211079)"
"(9907081, 9412152)"
"(9701101, 9604096)"
"(9603184, 9511143)"
"(9910071, 9405072)"
"(9611052, 9603009)"
"(9904209, 9503101)"
"(9804029, 9803263)"
"(9805092, 9803249)"
"(9710105, 9611052)"
"(9611052, 9306079)"
"(9904209, 9711203)"
"(9703210, 9402107)"
"(9211133, 2114)"
"(9804143, 9208047)"
"(9801058, 9211079)"
"(9410159, 9405027)"
"(9701101, 9206063)"
"(9907081, 9307030)"
"(9903048, 9603114)"
"(9304096, 9301042)"
"(9603156, 9403132)"
"(9812253, 9607234)"
"(9410159, 9404135)"
"(9902099, 9608057)"
"(9910091, 9902101)"
"(9611202, 9412227)"
"(9909052, 9310132)"
"(9310083, 9303140)"
"(9404015, 9304049)"
"(9412143, 9307035)"
"(9410126, 9201020)"
"(9709080, 9604072)"
"(9808095, 9304008)"
"(9812051, 9506163)"
"(9709080, 9203037)"
"(9603146, 9506033)"
"(9310132, 9205090)"
"(9811004, 9605052)"
"(9512085, 9305122)"
"(9805156, 9606030)"
"(9904216, 9805092)"
"(9803224, 9710105)"
"(9912226, 9409184)"
"(9804029, 9505026)"
"(9701101, 9503101)"
"(9811232, 9411075)"
"(9911112, 9707237)"
"(9709080, 9709066)"
"(9706036, 9305005)"
"(9703113, 9610062)"
"(9804200, 9609122)"
"(9904104, 9601164)"
"(9605112, 9211068)"
"(9902126, 9703204)"
"(9912261, 9503079)"
"(9506163, 9307035)"
"(9808041, 9610237)"
"(9911112, 9701160)"
"(9804200, 9304008)"
"(9410042, 9312036)"
"(9511098, 9408171)"
"(9801008, 9603156)"
"(9608036, 9412056)"
"(9605012, 9601135)"
"(9801004, 9211036)"
"(9904208, 9902189)"
"(9805092, 9304096)"
"(9703113, 9508045)"
"(9902149, 9309030)"
"(9506033, 9304096)"
"(9603009, 9210075)"
"(9712119, 9307030)"
"(9912107, 9404186)"
"(9607104, 9603184)"
"(9511033, 9410159)"
"(9605112, 9509142)"
"(9606030, 9405026)"
"(9804200, 9404186)"
"(9810163, 9311157)"
"(9905092, 9511017)"
"(9505026, 9403132)"
"(9809061, 9311052)"
"(9904208, 9612226)"
"(9803262, 9503101)"
"(9811004, 9701027)"
"(9711061, 9610083)"
"(9910091, 9210071)"
"(9903048, 9612190)"
"(9805092, 9507052)"
"(9503209, 9201020)"
"(9501033, 9303140)"
"(9907081, 9704082)"
"(9910071, 9902150)"
"(9910156, 9201020)"
"(9506033, 9409166)"
"(9511098, 9208047)"
"(9611202, 9408112)"
"(9405026, 9203037)"
"(9805026, 9403132)"
"(9709080, 9506033)"
"(9910087, 9402107)"
"(9410121, 9308136)"
"(9902126, 9601063)"
"(9910087, 9412056)"
"(9608125, 9603114)"
"(9707086, 9512129)"
"(9811070, 9612042)"
"(9911065, 9902126)"
"(9910119, 9609214)"
"(9603169, 9302109)"
"(9710105, 9604072)"
"(9503079, 9203037)"
"(9803073, 9612093)"
"(9507043, 9208047)"
"(9612093, 9511143)"
"(9803025, 9211079)"
"(9808108, 9508045)"
"(9610062, 9412056)"
"(9707069, 9409184)"
"(9707217, 9305122)"
"(9303140, 9210071)"
"(9905092, 9412152)"
"(9412056, 9303157)"
"(9701047, 9503044)"
"(9712207, 9611202)"
"(9910091, 9605052)"
"(9803231, 9206063)"
"(9910087, 9301042)"
"(9511033, 9206028)"
"(9801058, 9612151)"
"(9909052, 9304008)"
"(9504161, 9308136)"
"(9305005, 9211036)"
"(9609106, 9201020)"
"(9503079, 9201020)"
"(9605132, 9603146)"
"(9909133, 9605109)"
"(9808095, 9605052)"
"(9811012, 9211036)"
"(9910127, 9803224)"
"(9603156, 9509142)"
"(9706036, 9505187)"
"(9812051, 9601063)"
"(9910091, 9610237)"
"(9612151, 9512085)"
"(9709220, 9512085)"
"(9502037, 9307078)"
"(9507052, 9210071)"
"(9803206, 9707217)"
"(9905092, 9610209)"
"(9910087, 9509142)"
"(9507052, 9310083)"
"(9803231, 9704001)"
"(9808095, 9510026)"
"(9508122, 9506163)"
"(9605132, 9605012)"
"(9910119, 9605216)"
"(9905038, 9803262)"
"(9911112, 9809164)"
"(9411196, 9203037)"
"(9603009, 9206063)"
"(9904209, 9401154)"
"(9804143, 9408171)"
"(9805156, 9311052)"
"(9604072, 9501039)"
"(9904209, 9206063)"
"(9704110, 9403132)"
"(9412227, 9306028)"
"(9803224, 9503079)"
"(9604096, 9603156)"
"(9701098, 9211079)"
"(9912226, 9704021)"
"(9902126, 9507143)"
"(9904064, 9701101)"
"(9612226, 9609015)"
"(9707217, 9412152)"
"(9610037, 9512095)"
"(9912226, 9610083)"
"(9701098, 9606030)"
"(9612093, 9412056)"
"(9803263, 9505187)"
"(9512129, 9406047)"
"(9910029, 9206063)"
"(9602058, 9307059)"
"(9903129, 9511143)"
"(9612093, 9605089)"
"(9804200, 9503101)"
"(9803073, 9211036)"
"(9605012, 9308136)"
"(9909133, 9803092)"
"(9803231, 9703166)"
"(9912107, 9206028)"
"(9904104, 9809147)"
"(9805156, 9408084)"
"(9801058, 9404186)"
"(9803224, 9502037)"
"(9709063, 9305122)"
"(9608190, 9605089)"
"(9801008, 9603184)"
"(9707217, 9309030)"
"(9909114, 9311041)"
"(9404081, 9207015)"
"(9705161, 9304008)"
"(9605012, 9408171)"
"(9709066, 9512085)"
"(9707148, 9407135)"
"(9704043, 9408084)"
"(9709080, 9401154)"
"(9612225, 9201020)"
"(9506033, 9412119)"
"(9703204, 9512085)"
"(9704110, 9310083)"
"(9806211, 9503101)"
"(9507043, 9203037)"
"(9803073, 9605054)"
"(9905152, 9801058)"
"(9712207, 9601135)"
"(9812217, 9701047)"
"(9512095, 9203036)"
"(9807241, 9508045)"
"(9603200, 9603009)"
"(9907081, 9603200)"
"(9910087, 9603169)"
"(9805156, 9404015)"
"(9608125, 9608063)"
"(9804143, 9602058)"
"(9803206, 9311157)"
"(9511143, 9307059)"
"(9902149, 9404015)"
"(9712207, 9701160)"
"(9912226, 9206028)"
"(9909133, 9506163)"
"(9912226, 9412143)"
"(9304008, 9210011)"
"(9809010, 9706036)"
"(9701027, 9503227)"
"(9410121, 9211079)"
"(9902101, 9610062)"
"(9812051, 9809010)"
"(9803071, 9503101)"
"(9910136, 9604072)"
"(9910136, 9211068)"
"(9910091, 9701160)"
"(9811012, 9501039)"
"(9806170, 9503181)"
"(9308136, 9210011)"
"(9910156, 9803092)"
"(9902189, 9607234)"
"(9803262, 9206063)"
"(9612190, 9511098)"
"(9803262, 9707086)"
"(9803092, 9512085)"
"(9903048, 9311052)"
"(9508024, 9207015)"
"(9802019, 9605089)"
"(9710105, 9705024)"
"(9412119, 9407022)"
"(9803231, 9412152)"
"(9603156, 9307078)"
"(9606030, 9512085)"
"(9608190, 9407135)"
"(9912107, 9803224)"
"(9904209, 9305005)"
"(9501070, 9411075)"
"(9605112, 9605089)"
"(9803025, 9206063)"
"(9806170, 9208047)"
"(9412119, 9407135)"
"(9805156, 9707237)"
"(9410195, 9206028)"
"(9608057, 9401154)"
"(9803262, 9410159)"
"(9506163, 9404135)"
"(9708163, 9612042)"
"(9707069, 9603114)"
"(9707086, 9605112)"
"(9905203, 9707237)"
"(9905152, 9809061)"
"(9612093, 9412152)"
"(9704001, 9404093)"
"(9603169, 9603156)"
"(9603009, 9310132)"
"(9512085, 9310132)"
"(9903129, 9704082)"
"(9511098, 9211068)"
"(9703210, 9605132)"
"(9601050, 2114)"
"(9608125, 9409184)"
"(9803071, 9605132)"
"(9501033, 9408112)"
"(9703204, 9608057)"
"(9904216, 2114)"
"(9412143, 9404135)"
"(9612225, 9207015)"
"(9210071, 9201056)"
"(9410198, 9212129)"
"(9804200, 9506149)"
"(9512085, 9503181)"
"(9612226, 9303140)"
"(9704001, 9306079)"
"(9912226, 9207015)"
"(9412227, 9206063)"
"(9410126, 9211068)"
"(9503181, 9412227)"
"(9903082, 9508045)"
"(9905060, 9312036)"
"(9703210, 9307078)"
"(9711061, 9306103)"
"(9811004, 9605109)"
"(9910087, 9503044)"
"(9808095, 9408084)"
"(9711061, 9206028)"
"(9904064, 9306013)"
"(9911112, 9410042)"
"(9705139, 9605012)"
"(9809147, 9306013)"
"(9907081, 9605132)"
"(9803073, 9405026)"
"(9411196, 9309030)"
"(9507079, 9305122)"
"(9910156, 9309030)"
"(9907140, 9612236)"
"(9707069, 9306103)"
"(9707237, 9303157)"
"(9707217, 9611052)"
"(9708163, 9503101)"
"(9910091, 9601135)"
"(9809010, 9701047)"
"(9703210, 9406047)"
"(9808141, 9801058)"
"(9803262, 9409184)"
"(9911094, 9412056)"
"(9903048, 9609122)"
"(9605112, 9511143)"
"(9808041, 9610037)"
"(9502037, 9210075)"
"(9707237, 9310183)"
"(9909114, 2114)"
"(9703210, 9306034)"
"(9811070, 9211068)"
"(9910119, 9303140)"
"(9307035, 9305005)"
"(9803249, 9412152)"
"(9405018, 9304008)"
"(9603146, 9410159)"
"(9911112, 9403132)"
"(9704043, 9412056)"
"(9806211, 9506033)"
"(9603184, 9306034)"
"(9603156, 9210075)"
"(9611202, 9511098)"
"(9912226, 9404186)"
"(9802092, 9607234)"
"(9406047, 9303046)"
"(9801008, 9608190)"
"(9901136, 9604072)"
"(9210071, 9205090)"
"(9805026, 9603114)"
"(9606030, 9405018)"
"(9909114, 9703204)"
"(9912261, 9304096)"
"(9609106, 9301042)"
"(9911094, 9704001)"
"(9612111, 9206063)"
"(9612190, 9508045)"
"(9801115, 9511098)"
"(9904208, 9408171)"
"(9907081, 9605089)"
"(9411075, 9307030)"
"(9412056, 9304049)"
"(9503079, 9309030)"
"(9507150, 9211079)"
"(9703166, 9302109)"
"(9612042, 9508024)"
"(9404015, 9303140)"
"(9808095, 9505187)"
"(9803262, 9306028)"
"(9903082, 9902149)"
"(9512210, 9307030)"
"(9912226, 9503101)"
"(9502037, 9310132)"
"(9603156, 9407135)"
"(9909133, 9902150)"
"(9707069, 9305122)"
"(9902192, 9410042)"
"(9703210, 9605089)"
"(9307030, 9303046)"
"(9805092, 9512129)"
"(9705202, 9605012)"
"(9909133, 9206028)"
"(9804200, 9610083)"
"(9508045, 9305122)"
"(9703210, 9503044)"
"(9809061, 9701168)"
"(9909133, 9410159)"
"(9412143, 9311157)"
"(9805092, 9701101)"
"(9703210, 9412056)"
"(9902126, 9604096)"
"(9609106, 9211068)"
"(9902149, 9403132)"
"(9602039, 9309030)"
"(9910127, 9206063)"
"(9406047, 9302109)"
"(9809010, 9412227)"
"(9910071, 9603114)"
"(9903129, 9406047)"
"(9811004, 9502058)"
"(9605112, 9210075)"
"(9608063, 9409166)"
"(9905176, 9905092)"
"(9701027, 9311157)"
"(9507150, 9307078)"
"(9508045, 9203036)"
"(9902150, 9612236)"
"(9610237, 9303140)"
"(9605089, 9503169)"
"(9903048, 9805092)"
"(9609106, 9602058)"
"(9507052, 9310132)"
"(9905176, 9306013)"
"(9310183, 9208047)"
"(9503209, 9206063)"
"(9307035, 9206063)"
"(9809061, 9306034)"
"(9602117, 9412152)"
"(9901136, 9210075)"
"(9803073, 9307059)"
"(9707086, 9502037)"
"(9603114, 9405018)"
"(9801058, 9206063)"
"(9410198, 9309030)"
"(9708163, 9506149)"
"(9802019, 9208047)"
"(9711061, 9404186)"
"(9611052, 9503079)"
"(9701101, 9410042)"
"(9812217, 9608057)"
"(9712207, 9704001)"
"(9408084, 9302109)"
"(9905176, 9704110)"
"(9706036, 9503044)"
"(9910071, 9506163)"
"(9507052, 9404174)"
"(9508045, 9412152)"
"(9802019, 9503181)"
"(9910067, 9603184)"
"(9910156, 9405159)"
"(9904208, 9211068)"
"(9909133, 9309030)"
"(9812217, 9602117)"
"(9503097, 9409184)"
"(9905092, 9306028)"
"(9811070, 9602058)"
"(9902149, 9801115)"
"(9905203, 9503181)"
"(9801004, 9703210)"
"(9611115, 9412056)"
"(9908146, 9412119)"
"(9910136, 9703113)"
"(9708163, 9611052)"
"(9505187, 9411075)"
"(9704043, 9703166)"
"(9506163, 9302109)"
"(9902149, 9801004)"
"(9709063, 9211079)"
"(9905092, 9801115)"
"(9805156, 9701168)"
"(9412056, 9307129)"
"(9910007, 9505187)"
"(9812051, 9611202)"
"(9409044, 9211079)"
"(9601050, 9506033)"
"(9905211, 9803263)"
"(9804200, 9707237)"
"(9809061, 9610083)"
"(9710105, 9612042)"
"(9608190, 9605132)"
"(9701101, 9612226)"
"(9503079, 9206028)"
"(9609106, 9412143)"
"(9707234, 9406047)"
"(9706036, 9211079)"
"(9503169, 9211079)"
"(9603114, 9412119)"
"(9605112, 9307030)"
"(9412119, 9307078)"
"(9707234, 9206063)"
"(9801115, 9612093)"
"(9809010, 9304096)"
"(9910091, 9603114)"
"(9303140, 9201020)"
"(9503044, 9211036)"
"(9710105, 9506033)"
"(9607104, 9511098)"
"(9808095, 9705202)"
"(9511098, 9409184)"
"(9612042, 9508045)"
"(9608036, 9301042)"
"(9811070, 9503101)"
"(9811004, 9611202)"
"(9902126, 9803073)"
"(9905092, 9311052)"
"(9904209, 9307030)"
"(9905152, 9902149)"
"(9909114, 9408171)"
"(9608125, 9306103)"
"(9603009, 9506149)"
"(9503101, 9501039)"
"(9211045, 9203037)"
"(9405026, 9304008)"
"(9503079, 9211079)"
"(9912261, 9605112)"
"(9603009, 9412143)"
"(9801058, 9305005)"
"(9912226, 9902189)"
"(9701101, 9304008)"
"(9903129, 9408084)"
"(9805026, 9208047)"
"(9911112, 9801115)"
"(9808041, 9506163)"
"(9310183, 9203037)"
"(9709080, 9310132)"
"(9811012, 9709063)"
"(9711061, 9605089)"
"(9808041, 9604072)"
"(9704082, 9503227)"
"(9708163, 9704021)"
"(9603114, 9303157)"
"(9905092, 9601164)"
"(9805092, 9608057)"
"(9909059, 9812051)"
"(9902101, 9809061)"
"(9809061, 9604096)"
"(9911112, 9306034)"
"(9706036, 9307078)"
"(9802019, 9203037)"
"(9910136, 9704001)"
"(9404093, 9309030)"
"(9603146, 9408171)"
"(9507150, 9407135)"
"(9910071, 9510026)"
"(9803206, 9306013)"
"(9804200, 9605089)"
"(9707217, 9207015)"
"(9801004, 9511098)"
"(9902149, 9511058)"
"(9803262, 9612151)"
"(9307078, 9306079)"
"(9712207, 9212129)"
"(9803249, 9406047)"
"(9903048, 9703166)"
"(9707069, 9605089)"
"(9902189, 9608125)"
"(9408112, 9404015)"
"(9612042, 9609015)"
"(9902192, 9809010)"
"(9609015, 9306034)"
"(9503101, 9307035)"
"(9803262, 9801115)"
"(9912024, 9911112)"
"(9805156, 9403132)"
"(9910091, 9506033)"
"(9804029, 9803262)"
"(9701160, 9512129)"
"(9904216, 9809147)"
"(9803071, 9506163)"
"(9905092, 9905038)"
"(9410042, 9306079)"
"(9803263, 9210075)"
"(9706036, 9502058)"
"(9609106, 9207015)"
"(9910091, 9410159)"
"(9602039, 9503181)"
"(9512210, 9310132)"
"(9803071, 9610209)"
"(9904209, 9704082)"
"(9808108, 9512085)"
"(9708163, 9305122)"
"(9409166, 9407135)"
"(9410159, 9405026)"
"(9605052, 9306013)"
"(9904209, 9608063)"
"(9803224, 9312036)"
"(9612151, 9303157)"
"(9905211, 9905092)"
"(9903048, 9307078)"
"(9703057, 9408112)"
"(9804143, 9501070)"
"(9711061, 9402107)"
"(9610037, 9307035)"
"(9802019, 9409184)"
"(9812217, 9812051)"
"(9804143, 9705024)"
"(9605216, 9412056)"
"(9701098, 9506163)"
"(9605089, 9501039)"
"(9907081, 9709066)"
"(9405026, 9210071)"
"(9711061, 9707237)"
"(9608057, 9605089)"
"(9805198, 9701027)"
"(9809061, 9401154)"
"(9611202, 9601050)"
"(9904064, 9211036)"
"(9503101, 9211036)"
"(9811004, 9503044)"
"(9910087, 9605109)"
"(9710105, 9703057)"
"(9808041, 9311041)"
"(9604096, 9502037)"
"(9811070, 9506149)"
"(9711061, 9509099)"
"(9601135, 9303140)"
"(9910156, 9203036)"
"(9904104, 9701168)"
"(9512095, 9407135)"
"(9605216, 9503101)"
"(9808041, 9207015)"
"(9701096, 9206063)"
"(9610237, 9404135)"
"(9612226, 9503209)"
"(9512210, 9401154)"
"(9910091, 9604072)"
"(9706036, 9704021)"
"(9902189, 9708163)"
"(9902099, 9707217)"
"(9910007, 9308136)"
"(9605132, 9207001)"
"(9912226, 9605089)"
"(9811012, 9701101)"
"(9901136, 9704021)"
"(9606030, 9405027)"
"(9201056, 9201020)"
"(9805026, 9207015)"
